Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Council Item (H) Desecrated A			3	910	910	955	1024	0	"gld,mul=2048"	9	Act 4 (H) Equip B	15	Runes 17	2	Act 4 (H) Good	4	Act 4 (H) Magic B	4																				0
Council Item (H) Desecrated B			3	910	910	955	1024	0	"gld,mul=2048"	9	Act 4 (H) Equip C	15	Runes 17	2	Act 4 (H) Good	4	Act 4 (H) Magic B	4																				0
Council Item (H) Desecrated C			3	910	910	955	1024	0	"gld,mul=2048"	9	Act 5 (H) Equip A	15	Runes 17	2	Act 5 (H) Good	4	Act 5 (H) Magic A	4																				0
Council Item (H) Desecrated D			3	910	910	955	1024	0	"gld,mul=2048"	9	Act 5 (H) Equip B	15	Runes 17	2	Act 5 (H) Good	4	Act 5 (H) Magic B	4																				0
Council Item (H) Desecrated E			3	910	910	955	1024	0	"gld,mul=2048"	9	Act 5 (H) Equip C	15	Runes 17	2	Act 5 (H) Good	4	Act 5 (H) Magic C	4																				0
Council (H) Desecrated A	25	85	-1					0	Council Item (H) Desecrated A	1																												0
Council (H) Desecrated B	25	87	-1					0	Council Item (H) Desecrated B	1																												0
Council (H) Desecrated C	25	90	-1					0	Council Item (H) Desecrated C	1																												0
Council (H) Desecrated D	25	93	-1					0	Council Item (H) Desecrated D	1																												0
Council (H) Desecrated E	25	96	-1					0	Council Item (H) Desecrated E	1																												0
Griswold			-3					0	Act 1 Uitem C	1	Act 1 Melee B	2																										0
Griswold Desecrated A	26	8	-3					0	Act 1 Uitem C	1	Act 1 Melee B	2																										0
Griswold Desecrated B	26	29	-3					0	Act 4 Uitem B	1	Act 4 Melee A	2																										0
Griswold Desecrated C	26	48	-3					0	Act 3 (N) Uitem A	1	Act 2 (N) Melee B	2																										0
Griswold (N)			-3					0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																										0
Griswold (N) Desecrated A	26	42	-3					0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																										0
Griswold (N) Desecrated B	26	57	-3					0	Act 1 (H) Uitem C	1	Act 3 (N) Melee B	2																										0
Griswold (N) Desecrated C	26	73	-3					0	Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																										0
Griswold (H)			-3					0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																										0
Griswold (H) Desecrated A	26	87	-3					0	Act 4 (H) Uitem B	1	Act 4 (H) Melee A	2																										0
Griswold (H) Desecrated B	26	90	-3					0	Act 5 (H) Uitem A	1	Act 4 (H) Melee B	2																										0
Griswold (H) Desecrated C	26	93	-3					0	Act 5 (H) Uitem B	1	Act 5 (H) Melee A	2																										0
Griswold (H) Desecrated D	26	96	-3					0	Act 5 (H) Uitem C	1	Act 5 (H) Melee B	2																										0
Cow			1					133	gld	19	Act 5 Equip A	19	Act 5 Junk	9	Act 5 Good	4																						0
Cow (N)			1					133	gld	19	Act 5 (N) Equip A	19	Act 5 (N) Junk	9	Act 5 (N) Good	4																						0
Cow (H)			1					133	gld	19	Act 5 (H) Equip B	19	Act 5 (H) Junk	9	Act 5 (H) Good	4																						0
Trapped Soul			1					100	gld	19	Act 4 Equip A	8	Act 4 Junk	16																								0
Trapped Soul (N)			1					100	gld	19	Act 4 (N) Equip A	8	Act 4 (N) Junk	16																								0
Trapped Soul (H)			1					100	gld	19	Act 4 (H) Equip A	8	Act 4 (H) Junk	16																								0
Haphesto			5	915	915	950	1024	3	"gld,mul=1280"	14	Act 5 Equip A	19	Runes 12	2	Act 5 Good	4																						0
Haphesto Desecrated A	27	28	5	920	920	955	1024	1	"gld,mul=1280"	14	Act 5 Equip A	19	Runes 12	2	Act 5 Good	4																						0
Haphesto Desecrated B	27	38	5	920	920	955	1024	1	"gld,mul=1280"	14	Act 5 Equip C	19	Runes 12	2	Act 5 Good	4																						0
Haphesto Desecrated C	27	48	5	920	920	955	1024	1	"gld,mul=1280"	14	Act 3 (N) Equip C	19	Runes 12	2	Act 3 (N) Good	4																						0
Haphesto (N)			5	915	915	950	1024	3	"gld,mul=1536"	14	Act 5 (N) Equip A	19	Runes 15	2	Act 5 (N) Good	4																						0
Haphesto (N) Desecrated A	27	60	5	920	920	955	1024	1	"gld,mul=1536"	14	Act 5 (N) Equip A	19	Runes 15	2	Act 5 (N) Good	4																						0
Haphesto (N) Desecrated B	27	66	5	920	920	955	1024	1	"gld,mul=1536"	14	Act 5 (N) Equip C	19	Runes 15	2	Act 5 (N) Good	4																						0
Haphesto (N) Desecrated C	27	73	5	920	920	955	1024	1	"gld,mul=1536"	14	Act 3 (H) Equip A	19	Runes 15	2	Act 3 (H) Good	4																						0
Haphesto (H)			5	928	928	962	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip A	19	Runes 17	2	Act 5 (H) Good	4																						0
Haphesto Item (H) Desecrated A			5	920	920	955	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip A	19	Runes 17	2	Act 5 (H) Good	4																						0
Haphesto Item (H) Desecrated B			5	920	920	955	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip B	19	Runes 17	2	Act 5 (H) Good	4																						0
Haphesto Item (H) Desecrated C			5	920	920	955	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Runes 17	2	Act 5 (H) Good	4																						0
Haphesto (H) Desecrated A	27	88	-1					0	Haphesto Item (H) Desecrated A	1																												0
Haphesto (H) Desecrated B	27	93	-1					0	Haphesto Item (H) Desecrated B	1																												0
Haphesto (H) Desecrated C	27	96	-1					0	Haphesto Item (H) Desecrated C	1																												0
Nihlathak			5	915	915	960	1024	3	"gld,mul=1280"	14	Act 5 Equip B	19	Runes 12	2	Act 5 Good	4																						0
Nihlathak Desecrated	28	68	5	920	920	960	1024	1	"gld,mul=1280"	14	Act 3 (N) Equip A	19	Runes 12	2	Act 3 (N) Good	4																						0
Nihlathak (N)			5	915	915	960	1024	3	"gld,mul=1536"	14	Act 5 (N) Equip B	19	Runes 15	2	Act 5 (N) Good	4																						0
Nihlathak (N) Desecrated	28	73	5	920	920	960	1024	1	"gld,mul=1280"	14	Act 3 (H) Equip A	19	Runes 15	2	Act 3 (H) Good	4																						0
Nihlathak (H)			5	938	938	970	1024	0	"gld,mul=2048"	14	Act 5 (H) Equip B	19	Runes 17	2	Act 5 (H) Good	4	pk3	2																				0
Nihlathak Item (H) Desecrated			5	920	920	960	1024	0	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Runes 17	2	Act 5 (H) Good	4	pk3	2																				0
Nihlathak (H) Desecrated	28	95	-1						Nihlathak Item (H) Desecrated	1																												0
Baal			7	983	983	983	1024	2	"gld,mul=1280"	5	Act 1 (N) Equip A	52	Runes 12	2	Act 1 (N) Good	4																						0
Baal Desecrated	29	60	7	983	983	983	1024	1	"gld,mul=1280"	5	Act 3 (N) Equip A	52	Runes 12	2	Act 3 (N) Good	4																						0
Baal (N)			7	983	983	983	1024	2	"gld,mul=1536"	5	Act 1 (H) Equip A	52	Runes 15	2	Act 1 (H) Good	4																						0
Baal (N) Desecrated	29	75	7	983	983	983	1024	1	"gld,mul=1536"	5	Act 3 (H) Equip A	52	Runes 15	2	Act 3 (H) Good	4																						0
Baal (H)			7	983	983	999	1024	0	"gld,mul=2048"	5	Act 5 (H) Equip B	52	Runes 17	2	Act 5 (H) Good	4	fed	2																				0
Baal Item (H) Desecrated			7	983	983	999	1024	0	"gld,mul=2048"	5	Act 5 (H) Equip C	52	Runes 17	2	Act 5 (H) Good	4	fed	2	Ancient Statue 5	2																		0
Baal (H) Desecrated	29	99	-1					0	Baal Item (H) Desecrated	1																												0
Baalq			7	993	993	1024	1024	6	Act 1 (N) Equip A	52	Act 1 (N) Good	4																										0
Baalq (N)			7	993	993	1024	1024	6	Act 1 (H) Equip A	52	Act 1 (H) Good	4																										0
Baalq (H)			7	993	993	1024	1024	1	Act 5 (H) Equip B	52	Act 5 (H) Good	4	fed	2																								0
Blood Raven			5	915	915	972	1024	3	"gld,mul=1280"	14	Act 1 Equip B	19	Runes 12	2	Act 1 Good	4																						0
Blood Raven Desecrated A	30	10	5	920	920	972	1024	1	"gld,mul=1280"	14	Act 1 Equip C	19	Runes 12	2	Act 1 Good	4																						0
Blood Raven Desecrated B	30	29	5	920	920	972	1024	1	"gld,mul=1280"	14	Act 4 Equip B	19	Runes 12	2	Act 4 Good	4																						0
Blood Raven Desecrated C	30	48	5	920	920	972	1024	1	"gld,mul=1280"	14	Act 3 (N) Equip A	19	Runes 12	2	Act 3 (N) Good	4																						0
Blood Raven (N)			5	915	915	972	1024	3	"gld,mul=1536"	14	Act 1 (N) Equip B	19	Runes 15	2	Act 1 (N) Good	4																						0
Blood Raven (N) Desecrated A	30	43	5	920	920	972	1024	1	"gld,mul=1536"	14	Act 1 (N) Equip C	19	Runes 15	2	Act 1 (N) Good	4																						0
Blood Raven (N) Desecrated B	30	57	5	920	920	972	1024	1	"gld,mul=1536"	14	Act 4 (N) Equip B	19	Runes 15	2	Act 4 (N) Good	4																						0
Blood Raven (N) Desecrated C	30	73	5	920	920	972	1024	1	"gld,mul=1536"	14	Act 3 (H) Equip A	19	Runes 15	2	Act 3 (H) Good	4																						0
Blood Raven (H)			5	928	928	972	1024	1	"gld,mul=2048"	14	Act 1 (H) Equip B	19	Runes 17	2	Act 1 (H) Good	4																						0
Blood Raven Item (H) Desecrated A			5	920	920	972	1024	1	"gld,mul=2048"	14	Act 4 (H) Equip B	19	Runes 17	2	Act 4 (H) Good	4																						0
Blood Raven Item (H) Desecrated B			5	920	920	972	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip A	19	Runes 17	2	Act 5 (H) Good	4																						0
Blood Raven Item (H) Desecrated C			5	920	920	972	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip B	19	Runes 17	2	Act 5 (H) Good	4																						0
Blood Raven Item (H) Desecrated D			5	920	920	972	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Runes 17	2	Act 5 (H) Good	4																						0
Blood Raven (H) Desecrated A	30	88	-1					0	Blood Raven Item (H) Desecrated A	1																												0
Blood Raven (H) Desecrated B	30	90	-1					0	Blood Raven Item (H) Desecrated B	1																												0
Blood Raven (H) Desecrated C	30	93	-1					0	Blood Raven Item (H) Desecrated C	1																												0
Blood Raven (H) Desecrated D	30	96	-1					0	Blood Raven Item (H) Desecrated D	1																												0
Smith			-3					0	Act 1 Uitem C	1	Act 1 Melee B	2																										0
Smith Desecrated A	31	13	-3					0	Act 2 Uitem A	1	Act 2 Melee A	2																										0
Smith Desecrated B	31	32	-3					0	Act 4 Uitem B	1	Act 4 Melee B	2																										0
Smith Desecrated C	31	48	-3					0	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2																										0
Smith (N)			-3					0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																										0
Smith (N) Desecrated A	31	43	-3					0	Act 2 (N) Uitem A	1	Act 2 (N) Melee A	2																										0
Smith (N) Desecrated B	31	57	-3					0	Act 4 (N) Uitem B	1	Act 4 (N) Melee B	2																										0
Smith (N) Desecrated C	31	73	-3					0	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																										0
Smith (H)			-3					0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																										0
Smith (H) Desecrated A	31	73	-3					0	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																										0
Smith (H) Desecrated B	31	75	-3					0	Act 3 (H) Uitem B	1	Act 3 (H) Melee B	2																										0
Smith (H) Desecrated C	31	78	-3					0	Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2																										0
Smith (H) Desecrated D	31	81	-3					0	Act 4 (H) Uitem A	1	Act 4 (H) Melee A	2																										0
Smith (H) Desecrated E	31	84	-3					0	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																										0
Smith (H) Desecrated F	31	87	-3					0	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2																										0
Smith (H) Desecrated G	31	90	-3					0	Act 5 (H) Uitem A	1	Act 5 (H) Melee A	2																										0
Smith (H) Desecrated H	31	93	-3					0	Act 5 (H) Uitem B	1	Act 5 (H) Melee B	2																										0
Smith (H) Desecrated I	31	96	-3					0	Act 5 (H) Uitem C	1	Act 5 (H) Melee C	2																										0
Izual			5	915	915	972	1024	3	"gld,mul=1280"	14	Act 4 Equip B	19	Runes 12	2	Act 4 Good	4																						0
Izual Desecrated A	32	29	5	920	920	972	1024	1	"gld,mul=1280"	14	Act 4 Equip B	19	Runes 12	2	Act 4 Good	4																						0
Izual Desecrated B	32	38	5	920	920	972	1024	1	"gld,mul=1280"	14	Act 5 Equip C	19	Runes 12	2	Act 5 Good	4																						0
Izual Desecrated C	32	48	5	920	920	972	1024	1	"gld,mul=1280"	14	Act 3 (N) Equip A	19	Runes 12	2	Act 3 (N) Good	4																						0
Izual (N)			5	915	915	972	1024	3	"gld,mul=1536"	14	Act 4 (N) Equip B	19	Runes 15	2	Act 4 (N) Good	4																						0
Izual (N) Desecrated A	32	60	5	920	920	972	1024	1	"gld,mul=1536"	14	Act 4 (N) Equip B	19	Runes 15	2	Act 4 (N) Good	4																						0
Izual (N) Desecrated B	32	66	5	920	920	972	1024	1	"gld,mul=1536"	14	Act 5 (N) Equip C	19	Runes 15	2	Act 5 (N) Good	4																						0
Izual (N) Desecrated C	32	73	5	920	920	972	1024	1	"gld,mul=1536"	14	Act 3 (H) Equip A	19	Runes 15	2	Act 3 (H) Good	4																						0
Izual (H)			5	928	928	972	1024	1	"gld,mul=2048"	14	Act 4 (H) Equip B	19	Runes 17	2	Act 4 (H) Good	4																						0
Izual Item (H) Desecrated A			5	920	920	972	1024	1	"gld,mul=2048"	14	Act 4 (H) Equip B	19	Runes 17	2	Act 4 (H) Good	4																						0
Izual Item (H) Desecrated B			5	920	920	972	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip A	19	Runes 17	2	Act 5 (H) Good	4																						0
Izual Item (H) Desecrated C			5	920	920	972	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip B	19	Runes 17	2	Act 5 (H) Good	4																						0
Izual Item (H) Desecrated D			5	920	920	972	1024	1	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Runes 17	2	Act 5 (H) Good	4																						0
Izual (H) Desecrated A	32	86	-1					0	Izual Item (H) Desecrated A	1																												0
Izual (H) Desecrated B	32	90	-1					0	Izual Item (H) Desecrated B	1																												0
Izual (H) Desecrated C	32	93	-1					0	Izual Item (H) Desecrated C	1																												0
Izual (H) Desecrated D	32	96	-1					0	Izual Item (H) Desecrated D	1																												0
Act 1 Super A	18	0	-5	840	800	972	1024	0	Act 1 Uitem A	2	Act 1 Cpot A	2																										0
Act 1 Super B	18	5	-5	840	800	972	1024	0	Act 1 Uitem B	2	Act 1 Cpot B	2																										0
Act 1 Super C	18	9	-5	840	800	972	1024	0	Act 1 Uitem C	2	Act 1 Cpot C	2																										0
Act 2 Super A	18	12	-5	840	800	972	1024	0	Act 2 Uitem A	2	Act 2 Cpot A	2																										0
Act 2 Super B	18	15	-5	840	800	972	1024	0	Act 2 Uitem B	2	Act 2 Cpot B	2																										0
Act 2 Super C	18	18	-5	840	800	972	1024	0	Act 2 Uitem C	2	Act 2 Cpot C	2																										0
Act 3 Super A	18	20	-5	840	800	972	1024	0	Act 3 Uitem A	2	Act 3 Cpot A	2																										0
Act 3 Super B	18	22	-5	840	800	972	1024	0	Act 3 Uitem B	2	Act 3 Cpot B	2																										0
Act 3 Super C	18	24	-5	840	800	972	1024	0	Act 3 Uitem C	2	Act 3 Cpot C	2																										0
Act 4 Super A	18	26	-5	840	800	972	1024	0	Act 4 Uitem A	2	Act 4 Cpot A	2																										0
Act 4 Super B	18	29	-5	840	800	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																										0
Act 4 Super C	18	32	-5	840	800	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																										0
Act 5 Super A	18	34	-5	840	800	972	1024	0	Act 5 Uitem A	2	Act 5 Cpot A	2																										0
Act 5 Super B	18	36	-5	840	800	972	1024	0	Act 5 Uitem B	2	Act 5 Cpot B	2																										0
Act 5 Super C	18	38	-5	840	800	972	1024	0	Act 5 Uitem C	2	Act 5 Cpot C	2																										0
Act 1 (N) Super A	18	40	-5	840	800	972	1024	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																										0
Act 1 (N) Super B	18	41	-5	840	800	972	1024	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																										0
Act 1 (N) Super C	18	42	-5	840	800	972	1024	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																										0
Act 2 (N) Super A	18	44	-5	840	800	972	1024	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																										0
Act 2 (N) Super B	18	45	-5	840	800	972	1024	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																										0
Act 2 (N) Super C	18	46	-5	840	800	972	1024	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																										0
Act 3 (N) Super A	18	48	-5	840	800	972	1024	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																										0
Act 3 (N) Super B	18	50	-5	840	800	972	1024	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																										0
Act 3 (N) Super C	18	51	-5	840	800	972	1024	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																										0
Act 4 (N) Super A	18	54	-5	840	800	972	1024	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																										0
Act 4 (N) Super B	18	57	-5	840	800	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																										0
Act 4 (N) Super C	18	60	-5	840	800	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																										0
Act 5 (N) Super A	18	62	-5	840	800	972	1024	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																										0
Act 5 (N) Super B	18	63	-5	840	800	972	1024	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																										0
Act 5 (N) Super C	18	66	-5	840	800	972	1024	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																										0
Act 1 (H) Super A	18	67	-5	840	800	972	1024	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2	Act 3 Terrorize Act Consumable Desecrated 	1																								0
Act 1 (H) Super B	18	67	-5	840	800	972	1024	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2	Act 3 Terrorize Act Consumable Desecrated 	1																								0
Act 1 (H) Super C	18	68	-5	840	800	972	1024	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2	Act 3 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Super A	18	68	-5	840	800	972	1024	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Super B	18	69	-5	840	800	972	1024	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Super C	18	72	-5	840	800	972	1024	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Super A	18	73	-5	840	800	972	1024	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Super B	18	75	-5	840	800	972	1024	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Super C	18	78	-5	840	800	972	1024	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 4 (H) Super A	18	81	-5	840	800	972	1024	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2	Act 2 Terrorize Act Consumable Desecrated 	1																								0
Act 4 (H) Super B	18	84	-5	840	800	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2	Act 2 Terrorize Act Consumable Desecrated 	1																								0
Act 4 (H) Super C	18	87	-5	840	800	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2	Act 2 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Super A	18	90	-5	840	800	972	1024	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Super B	18	93	-5	840	800	972	1024	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Super C	18	96	-5	840	800	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Act 1 Super Ax	19	0	-5	612	654	972	1024	0	Act 1 Uitem A	2	Act 1 Cpot A	2																										0
Act 1 Super Bx	19	5	-5	612	654	972	1024	0	Act 1 Uitem B	2	Act 1 Cpot B	2																										0
Act 1 Super Cx	19	9	-5	612	654	972	1024	0	Act 1 Uitem C	2	Act 1 Cpot C	2																										0
Act 2 Super Ax	19	12	-5	612	654	972	1024	0	Act 2 Uitem A	2	Act 2 Cpot A	2																										0
Act 2 Super Bx	19	15	-5	612	654	972	1024	0	Act 2 Uitem B	2	Act 2 Cpot B	2																										0
Act 2 Super Cx	19	18	-5	612	654	972	1024	0	Act 2 Uitem C	2	Act 2 Cpot C	2																										0
Act 3 Super Ax	19	20	-5	612	654	972	1024	0	Act 3 Uitem A	2	Act 3 Cpot A	2																										0
Act 3 Super Bx	19	22	-5	612	654	972	1024	0	Act 3 Uitem B	2	Act 3 Cpot B	2																										0
Act 3 Super Cx	19	24	-5	612	654	972	1024	0	Act 3 Uitem C	2	Act 3 Cpot C	2																										0
Act 4 Super Ax	19	26	-5	612	654	972	1024	0	Act 4 Uitem A	2	Act 4 Cpot A	2																										0
Act 4 Super Bx	19	29	-5	612	654	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																										0
Act 4 Super Cx	19	32	-5	612	654	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																										0
Act 5 Super Ax	19	34	-5	612	654	972	1024	0	Act 5 Uitem A	2	Act 5 Cpot A	2																										0
Act 5 Super Bx	19	36	-5	612	654	972	1024	0	Act 5 Uitem B	2	Act 5 Cpot B	2																										0
Act 5 Super Cx	19	38	-5	612	654	972	1024	0	Act 5 Uitem C	2	Act 5 Cpot C	2																										0
Act 1 (N) Super Ax	19	40	-5	612	654	972	1024	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																										0
Act 1 (N) Super Bx	19	41	-5	612	654	972	1024	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																										0
Act 1 (N) Super Cx	19	42	-5	612	654	972	1024	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																										0
Act 2 (N) Super Ax	19	44	-5	612	654	972	1024	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																										0
Act 2 (N) Super Bx	19	45	-5	612	654	972	1024	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																										0
Act 2 (N) Super Cx	19	46	-5	612	654	972	1024	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																										0
Act 3 (N) Super Ax	19	48	-5	612	654	972	1024	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																										0
Act 3 (N) Super Bx	19	50	-5	612	654	972	1024	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																										0
Act 3 (N) Super Cx	19	51	-5	612	654	972	1024	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																										0
Act 4 (N) Super Ax	19	54	-5	612	654	972	1024	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																										0
Act 4 (N) Super Bx	19	57	-5	612	654	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																										0
Act 4 (N) Super Cx	19	60	-5	612	654	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																										0
Act 5 (N) Super Ax	19	62	-5	612	654	972	1024	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																										0
Act 5 (N) Super Bx	19	63	-5	612	654	972	1024	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																										0
Act 5 (N) Super Cx	19	66	-5	612	654	972	1024	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																										0
Act 1 (H) Super Ax	19	67	-5	612	654	972	1024	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																										0
Act 1 (H) Super Bx	19	67	-5	612	654	972	1024	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2	Act 3 Terrorize Act Consumable Desecrated 	1																								0
Act 1 (H) Super Cx	19	68	-5	612	654	972	1024	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2	Act 3 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Super Ax	19	68	-5	612	654	972	1024	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Super Bx	19	69	-5	612	654	972	1024	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 2 (H) Super Cx	19	72	-5	612	654	972	1024	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2	Act 4 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Super Ax	19	73	-5	612	654	972	1024	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Super Bx	19	75	-5	612	654	972	1024	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 3 (H) Super Cx	19	78	-5	612	654	972	1024	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2	Act 5 Terrorize Act Consumable Desecrated 	1																								0
Act 4 (H) Super Ax	19	81	-5	612	654	972	1024	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2	Act 2 Terrorize Act Consumable Desecrated 	1																								0
Act 4 (H) Super Bx	19	84	-5	612	654	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2	Act 2 Terrorize Act Consumable Desecrated 	1																								0
Act 4 (H) Super Cx	19	87	-5	612	654	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2	Act 2 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Super Ax	19	90	-5	612	654	972	1024	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Super Bx	19	93	-5	612	654	972	1024	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Act 5 (H) Super Cx	19	96	-5	612	654	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2	Act 1 Terrorize Act Consumable Desecrated 	1																								0
Cow King			5	915	983	983	1024	0	Act 1 Uitem C	1	Act 1 Melee B	2																										0
Cow King Desecrated A	33	31	5	920	983	983	1024	0	Act 4 Uitem B	1	Act 4 Melee B	2																										0
