Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	NameStrX	MonStatsEx	cnames	countif	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
brute3	25	brute2	brute4	1	brute3Name	Yeti	brute3	ѩ��	1		brute	Brute		YE	1													2	2		4	4	1	9	40	70	brute	brute	10	15	14	13							0	0	0	80	80	85	85	85	75																						1	1									1			1	1							1																														100	100	100	-50	-40	-33					20						60		50				130		2				10	10	10	5	219	590	84	121	58	101	95	115	129	95				217	525	85	120	70	120	95	110	140	100				217	525	85	120	70	120	95	110	140	100																																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
brute4	26	brute2	brute5	2	brute4Name	Crusher	brute4	������	1		brute	Brute		YE	1													2	3		5	5	2	19	48	79	brute	brute	10	15	14	13							0	0	0	85	85	90	75	75	65																						1	1									1			1	1							1																														100	100	100	-50	-40	-33		60											50			50	140		2				19	19	19	5	214	577	84	120	62	101	93	108	139	93				217	525	85	120	70	120	95	110	140	100				217	525	85	120	70	120	95	110	140	100																																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
brute5	27	brute2	brute1	3	brute5Name	WailingBeast	brute5	��[ë��	1		brute	Brute		YE	1													3	4		5	5	1	23	53	84	brute	brute	10	15	14	13							0	0	0	90	90	95	60	60	50																						1	1									1			1	1							1																														100	100	100	-50	-40	-33		60	20					80	50				50	100	75				2				23	23	23	5	213	575	85	121	61	107	92	114	141	92				217	525	85	120	70	120	95	110	140	100				217	525	85	120	70	120	95	110	140	100				A1	fire					15	15	35		15	30	50																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
brute1	28	brute2		4	brute1Name	GargantuanBeast	brute1	�ޫFë��	1		brute	Brute		YE	1													1	1		3	3	1	2	36	68	brute	brute	10	15	14	13							0	0	0	100	100	100	45	45	35																						1	1									1			1	1							1																														100	100	100	-50	-40	-33													50				100		2				4	4	4	5	193	537	84	121	67	101	101	101	134	101				217	525	85	120	70	120	95	110	140	100				217	525	85	120	70	120	95	110	140	100																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
sandraider1	29	sandraider1	sandraider2	0	sandraider1Name	SandRaider	sandraider1	ɳĮ������	1		sandraider	SandRaider		SR	1													2	3		5	5	1	13	43	74	sandraider	sandraider	10	15	14	13				40	40	40	70	70	40	75	80	85	70	75	85	18	12	9				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	1																						100	75	66	-50	-45	-40													25		100	50		33	2				25	25	25	5	204	527	84	117	67	101	175	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A					Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0
sandraider2	30	sandraider1	sandraider3	1	sandraider2Name	Marauder	sandraider2	�ӊZ��	1		sandraider	SandRaider		SR	1													2	4		5	5	1	17	46	77	sandraider	sandraider	10	15	14	13				45	40	40	70	60	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	2																						100	75	66	-50	-45	-40													25		50		100	33	2				32	32	32	5	201	530	84	117	64	101	175	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
sandraider3	31	sandraider1	sandraider4	2	sandraider3Name	Invader	sandraider3	������	1		sandraider	SandRaider		SR	1													3	4		6	6	1	18	47	78	sandraider	sandraider	10	15	14	13				50	40	35	70	50	10	85	90	95	70	80	90	13	9	6				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	3																						100	75	66	-50	-45	-40													25		110	50		33	2				34	34	34	5	202	527	84	117	67	92	176	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
sandraider4	32	sandraider1	sandraider5	3	sandraider4Name	Infidel	sandraider4	������	1		sandraider	SandRaider		SR	1													3	5		6	6	1	24	53	81	sandraider	sandraider	10	15	14	13				55	40	35	70	40	10	88	95	99	70	80	90	10	7	5	1	1	1	50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	4																						100	75	66	-50	-45	-40													25		50		110	33	2				44	44	44	5	202	527	85	116	63	94	176	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
sandraider5	33	sandraider1	sandraider6	4	sandraider5Name	Assailant	sandraider5	�u����	1		sandraider	SandRaider		SR	1													4	5		7	7	1	26	59	84	sandraider	sandraider	10	15	14	13				60	40	35	70	30	10	90	99	100	70	80	90	7	5	4				50	50	50													1	1									1			1	1							1						Fire Hit	seq_firehit	5																						100	75	66	-50	-45	-40													25		120	50		33	2				48	48	48	5	201	525	84	123	65	95	176	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	202	450	110	130	65	110	175	110	140	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
gorgon1	34	gorgon1	gorgon2	0	unused	unused	gorgon1	һ��а������	1			Idle		GO	1																0	0								15	14	13																																																																																																																2								0	0												0	0												0	0																																																																																	0
gorgon2	35	gorgon1	gorgon3	1	unused	unused	gorgon2	һ��а������	1			Idle		GO	1																0	0								15	14	13																																																																																																																2								0	0												0	0												0	0																																																																																	0
gorgon3	36	gorgon1	gorgon4	2	unused	unused	gorgon3	һ��а������	1			Idle		GO	1																0	0								15	14	13																																																																																																																2								0	0												0	0												0	0																																																																																	0
gorgon4	37	gorgon1		3	unused	unused	gorgon4	һ��а������	1			Idle		GO	1																0	0								15	14	13																																																																																																																2								0	0												0	0												0	0																																																																																	0
wraith1	38	wraith1	wraith2	0	wraith1Name	Ghost	wraith1	����	5		wraith	Wraith	drains mana	WR	1													1	2		5	5	1	7	38	75	wraith	wraith	10	15	14	13				50	60	60	12	10	8	70	75	80																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	20					50	30					60	100	50			50	75	2				8	8	8	5	124	412	84	93	61	121	94							97	225	130	105	60	105	95							97	225	130	105	60	105	95							A1	mana	40	60	100		40	100	200		40	200	300																														Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
wraith2	39	wraith1	wraith3	1	wraith2Name	Wraith	wraith2	Թ�`	1		wraith	Wraith	drains mana	WR	1													1	3		6	6	1	10	41	71	wraith	wraith	10	15	14	13				60	70	70	10	8	6	75	80	85																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	30					50	40					60	100	50			60	75	2				11	11	11	5	130	432	84	92	58	115	91							97	225	130	105	60	105	95							97	225	130	105	60	105	95							A1	mana	45	57	100		45	100	200		45	200	300																														Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
wraith3	40	flyingscimitar	wraith4	2	wraith3Name	Specter	wraith3	���`	1		wraith	Wraith	drains mana	WR	1													2	3		6	6	1	19	48	79	wraith	wraith	10	15	14	13				70	80	80	8	6	4	80	85	90																									1	1					1				1			1	1																																					100	66	33	-50	-33	0	40					50	50					60	100	50			70	75	2				19	19	19	5	129	432	84	92	62	101	93							97	225	130	105	60	105	95							97	225	130	105	60	105	95							A1	mana	50	38	69		50	100	200		50	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
wraith4	41	wraith1	wraith5	3	wraith4Name	Apparition	wraith4	��Ӱ	1		wraith	Wraith	drains mana	WR	1													2	4		7	7	1	20	49	80	wraith	wraith	10	15	14	13				80	90	90	6	4	4	85	90	95																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	50					50	60					60	100	50			75	75	2				20	20	20	5	129	430	85	93	62	108	93							97	225	130	105	60	105	95							97	225	130	105	60	105	95							A1	mana	60	46	84		60	100	200		60	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
wraith5	42	wraith1	wraith6	4	wraith5Name	DarkShape	wraith5	��Ӱ	1		wraith	Wraith	drains mana	WR	1													3	4		8	8	1	22	51	81	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																					100	66	33	-50	-33	0	60					50	75					60	100	50			80	75	2				22	22	22	5	127	430	85	93	65	108	94							97	225	130	105	60	105	95							97	225	130	105	60	105	95							A1	mana	70	50	107		70	100	200		70	200	300																														Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
corruptrogue1	43	corruptrogue1	corruptrogue2	0	corruptrogue1Name	DarkHunter	corruptrogue1	�ڰ��C��	1		corruptrogue	CorruptRogue		CR	1													2	3		5	5	2	2	36	67	corruptrogue	corruptrogue	10	15	14	13				60	70	80	15	10	7	75	80	85	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	100	100	-50	-40	-33													20	20	33	33	100	20	2				12	12	12	5	87	252	84	78	34	101	101							90	250	95	95	55	110	130							90	250	95	95	55	110	130																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
corruptrogue2	44	corruptrogue1	corruptrogue3	1	corruptrogue2Name	VileHunter	corruptrogue2	��а�C��	1		corruptrogue	CorruptRogue		CR	1													2	4		6	8	2	5	38	68	corruptrogue	corruptrogue	10	15	14	13				70	80	90	12	9	7	80	85	90	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	100	100	-50	-40	-33													20	20	33	33	120	20	2				18	18	18	5	93	252	84	78	51	126	91							90	250	95	95	55	110	130							90	250	95	95	55	110	130																																																	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
corruptrogue3	45	corruptrogue1	corruptrogue4	2	corruptrogue3Name	DarkStalker	corruptrogue3	�ڰ����u��	1		corruptrogue	CorruptRogue		CR	1													3	4		6	10	2	8	39	69	corruptrogue	corruptrogue	10	15	14	13				80	85	90	9	7	5	85	90	95	100	100	100	20	50	75																			1	1							1		1			1	1							1						CountessFirewall	A1	10																						100	100	100	-50	-40	-33													20	20	33	33	130	20	2				25	25	25	5	100	280	84	79	51	117	95							90	250	95	95	55	110	130							90	250	95	95	55	110	130																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
corruptrogue4	46	corruptrogue1	corruptrogue5	3	corruptrogue4Name	BlackRogue	corruptrogue4	��ɫ�b�I	1		corruptrogue	CorruptRogue		CR	1													3	5		7	10	2	9	40	70	corruptrogue	corruptrogue	10	15	14	13				90	95	95	7	5	5	88	95	95	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	100	100	-50	-40	-33													20	20	33	33	140	20	2				33	33	33	5	99	277	84	79	43	115	95							90	250	95	95	55	110	130							90	250	95	95	55	110	130																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
corruptrogue5	47	corruptrogue1		4	corruptrogue5Name	FleshHunter	corruptrogue5	Ѫ��C��	2		corruptrogue	CorruptRogue		CR	1													4	5		8	10	1	23	53	84	corruptrogue	corruptrogue	10	15	14	13				99	99	99	5	5	5	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																														100	100	100	-50	-40	-33	20						20						40	20	33	33	150	20	2				40	40	40	5	97	267	85	78	47	121	92							90	250	95	95	55	110	130							90	250	95	95	55	110	130																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
baboon1	48	baboon1	baboon2	0	baboon1Name	DuneBeast	baboon1	ɳ��Գ�F	3		baboon	Baboon		BB	1													1	2		7	10	1	18	47	78	baboon	baboon	10	15	14	13				33	33	33	20	30	35	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33													33			100	50	25	2				18	18	18	5	162	377	84	96	51	151	92	51	151	92				135	337	110	110	50	130	120	50	110	130				135	337	110	110	50	130	120	50	110	130																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
baboon2	49	baboon1	baboon3	1	baboon2Name	RockDweller	baboon2	ʯ��Գ	1		baboon	Baboon		BB	1													1	3		7	10	1	18	55	83	baboon	baboon	10	15	14	13				33	33	33	20	30	35	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33													33			100	50	25	2				18	18	18	5	162	377	84	96	51	151	92	51	151	92				135	337	110	110	50	130	120	50	110	130				135	337	110	110	50	130	120	50	110	130																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
baboon3	50	baboon1	baboon4	2	baboon3Name	JungleHunter	baboon3	���֫C��	1		baboon	Baboon		BB	1													2	3		7	10	1	21	49	79	baboon	baboon	10	15	14	13				33	33	33	20	30	35	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33													45			105	50	25	2				21	21	21	5	160	377	85	97	51	151	94	51	151	94				135	337	110	110	50	130	120	50	110	130				135	337	110	110	50	130	120	50	110	130																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
baboon4	51	baboon1	baboon5	3	baboon4Name	DoomApe	baboon4	����Գ��	1		baboon	Baboon		BB	1													2	4		7	10	1	22	52	80	baboon	baboon	10	15	14	13				33	33	33	20	30	35	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33													45			105	50	25	2				22	22	22	5	160	377	85	96	51	158	94	51	158	94				135	337	110	110	50	130	120	50	110	130				135	337	110	110	50	130	120	50	110	130																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A					Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
baboon5	52	baboon1	baboon7	4	baboon5Name	TempleGuard	baboon5	������l	1		baboon	Baboon		BB	1													3	4		7	10	1	24	53	81	baboon	baboon	10	15	14	13				33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																														100	100	100	-50	-40	-33													50			110	50	25	2				24	24	24	5	160	377	85	97	51	151	92	51	151	92				135	337	110	110	50	130	120	50	110	130				135	337	110	110	50	130	120	50	110	130																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
goatman1	53	goatman1	goatman2	0	goatman1Name	MoonClan	goatman1	�������^��	1		goatman	Goatman		GM	1													1	2		5	5	1	4	37	68	goatman	goatman	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33													50				100		2				5	5	5	5	165	342	51	91	76	126	89							150	325	60	90	75	130	85							150	325	60	90	75	130	85																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
goatman2	54	goatman1	goatman3	1	goatman2Name	NightClan	goatman2	ҹ�����^��	1		goatman	Goatman		GM	1													1	3		6	6	1	6	38	69	goatman	goatman	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33													50			110			2				7	7	7	5	171	352	51	91	81	141	93							150	325	60	90	70	125	85							150	325	60	90	70	125	85							A1	ltng					15	10	75		20	15	85																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
goatman3	55	goatman1	goatman4	2	goatman3Name	BloodClan	goatman3	Ѫ�����^��	1		goatman	Goatman		GM	1													2	3		7	7	1	7	38	75	goatman	goatman	10	15	14	13				75	80	85	10	9	7	80	85	90																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33													50		100				2				8	8	8	5	168	340	51	91	81	161	94							150	325	60	90	65	120	85							150	325	60	90	65	120	85							A1	fire					20	30	50		25	40	70																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
goatman4	56	goatman1	goatman5	3	goatman4Name	HellClan	goatman4	ڤ�����^��	1		goatman	Goatman		GM	1													3	4		9	9	1	19	48	79	goatman	goatman	10	15	14	13				75	80	85	10	8	7	80	85	95																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33			40						70				50		110				2				19	19	19	5	174	357	51	90	70	147	93							150	325	60	90	65	120	85							150	325	60	90	65	120	85							A1	fire					25	30	50		30	40	70																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C					Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
goatman5	57	goatman1	goatman6	4	goatman5Name	DeathClan	goatman5	�������^��	1		goatman	Goatman		GM	1													2	4		8	8	1	10	40	70	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																														100	90	80	-50	-40	-33		30	20					50	50				50	50	75				2				11	11	11	5	178	365	51	91	72	158	91							150	325	60	90	75	130	85							150	325	60	90	75	130	85																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C					Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
fallenshaman1	58	fallenshaman1	fallenshaman2	0	fallenshaman1Name	FallenShaman	fallenshaman1	���Sħ�_�M	4		fallen	FallenShaman	raises Fallen	FS	1							fallen1		1		2	6	1	1		4	4	2	2	36	68	fallenshaman	fallenshaman	12	15	14	13				45	50	55	60	65	70	100	90	80	24	24	26	15	15	15																			1								1		1			1	1													Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			25						50				15		100				2				4	4	4	5	87	252	84	81	34	101	101							82	225	75	150	45	90	105							82	225	75	150	45	90	105																																																	Act 1 Cast A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A					Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
