description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
1 Lum Rune + 1 Pul Rune + 1 Perfect Emerald + 1 Exceptional Set Weapon -> Elite Set Weapon	1	0	0		100					4	"weap,exc,set"	r17	r21	gpg				"useitem,mod,eli"				levelreq			7	7																																																																															0
1 Ko Rune + 1 Lem Rune + 1 Perfect Diamond + 1 Exceptional Set Armor -> Elite Set Armor	1	0	0		100					4	"armo,exc,set"	r18	r20	gpw				"useitem,mod,eli"				levelreq			7	7																																																																															0
spirit	1				100					5	"weap,uni"	r07	r09	r10	r11			useitem	100			allskills			2	2	cast3			25	35	ac-miss			250	250	mana			89	112	balance3			55	55																																																											0
spirit	1				100					5	"shld,uni"	r07	r09	r10	r11			useitem	100			allskills			2	2	cast3			25	35	ac-miss			250	250	mana			89	112	balance3			55	55																																																											0
Ancients' Pledge	1				100					4	"shld,uni"	r08	r09	r07				useitem	100			res-cold			30	30	res-all			13	13	ac%			50	50	dmg-to-mana			10	10																																																																0
Beast	1				100					6	"weap,uni"	r30	r03	r22	r23	r17		useitem	100			swing2			40	40	aura		122	9	9	dmg%			240	270	charged		247	5	13	oskill		228	3	3																																																											0
Black	1				100					4	"weap,uni"	r10	r16	r04				useitem	100			dmg%			120	120	swing2			15	15	att			200	200	charged		74	12	4	crush			40	40																																																											0
Bone	1				100					4	"armo,uni"	r12	"r22,qty=2"					useitem	100			nec			2	2	gethit-skill		68	15	10	hit-skill		84	15	10	mana			100	150																																																																0
Bramble	1				100					5	"armo,uni"	r08	r27	r29	r05			useitem	100			aura		103	15	21	extra-pois			25	50	charged		246	33	13	ac			300	300	heal-kill			13	13																																																											0
Brand	1				100					5	"miss,uni"	r31	r28	r23	r25			useitem	100			dmg%			260	340	hit-skill		84	100	18	gethit-skill		66	35	14	explosivearrow			15	15	knock			1	1																																																											0
Breath of the Dying	1				100					7	"weap,uni"	r26	r15	r01	r02	r33	r05	useitem	100			swing2			60	60	lifesteal			12	15	kill-skill		92	50	20	dmg%			350	400	all-stats			30	30																																																											0
Call to Arms	1				100					6	"weap,uni"	r11	r08	r23	r24	r27		useitem	100			allskills			1	1	dmg%			200	240	oskill		155	2	6	oskill		149	1	6	oskill		146	1	4																																																											0
Chains of Honor	1				100					5	"armo,uni"	r14	r22	r30	r24			useitem	100			allskills			2	2	lifesteal			8	8	res-all			50	50	ac%			70	70	dmg-demon			200	200																																																											0
Chaos	1				100					4	"weap,uni"	r19	r27	r22				useitem	100			dmg%			240	290	dmg-mag			216	471	oskill		151	1	1	hit-skill		38	11	9	hit-skill		64	9	11																																																											0
Crescent Moon	1				100					4	"weap,uni"	r13	r22	r03				useitem	100			pierce-ltng			35	35	dmg%			180	220	charged		227	30	18	hit-skill		42	7	13	hit-skill		53	10	17																																																											0
Death	1				100					6	"weap,uni"	r15	r01	r26	r09	r25		useitem	100			dmg%			300	385	charged		85	15	22	att-skill		55	25	18	deadly/lvl		4			crush			50	50																																																											0
Delirium	1				100					4	"armo,uni"	r20	r24	r16				useitem	100			hit-skill		81	11	18	charged		86	60	17	gethit-skill		77	14	13	gethit-skill		350	1	50	allskills			2	2																																																											0
Destruction	1				100					6	"weap,uni"	r26	r28	r30	r31	r18		useitem	100			dmg%			350	350	hit-skill		229	5	23	att-skill		48	15	22	hit-skill		244	23	12	dmg-mag			100	180																																																											0
Doom	1				100					6	"weap,uni"	r15	r27	r22	r28	r32		useitem	100			dmg%			280	320	aura		114	12	12	pierce-cold			40	60	allskills			2	2	hit-skill		244	5	18																																																											0
Dragon	1				100					4	"armo,uni"	r29	r28	r12				useitem	100			aura		102	14	14	hit-skill		62	12	15	gethit-skill		278	20	18	ac			360	360	str/lvl		3																																																													0
Dragon	1				100					4	"shld,uni"	r29	r28	r12				useitem	100			aura		102	14	14	hit-skill		62	12	15	gethit-skill		278	20	18	ac			360	360	str/lvl		3																																																													0
Dream	1				100					4	"armo,uni"	r16	r31	r21				useitem	100			gethit-skill		81	10	15	aura		118	15	15	res-all			5	20	mana/lvl		5			balance3			20	30																																																											0
Dream	1				100					4	"shld,uni"	r16	r31	r21				useitem	100			gethit-skill		81	10	15	aura		118	15	15	res-all			5	20	mana/lvl		5			balance3			20	30																																																											0
Duress	1				100					4	"armo,uni"	r13	r22	r10				useitem	100			openwounds			33	33	dmg%			10	20	ac%			150	200	crush			15	15	balance2			20	20																																																											0
Edge	1				100					4	"weap,uni"	r03	r07	r11				useitem	100			cheap			15	15	aura		103	15	15	swing2			35	35	dmg-demon			320	380	dmg-undead			280	280																																																											0
Enigma	1				100					4	"armo,uni"	r31	r06	r30				useitem	100			ac			750	775	str/lvl		6			allskills			2	2	oskill		54	1	1	mag%/lvl		8																																																													0
Enlightenment	1				100					4	"armo,uni"	r21	r08	r12				useitem	100			sor			2	2	oskill		37	1	1	gethit-skill		46	5	15	hit-skill		47	5	15																																																																0
Eternity	1				100					6	"weap,uni"	r11	r30	r24	r12	r29		useitem	100			nofreeze			1	1	charged		95	88	8	dmg%			260	310	slow			33	33	regen-mana			16	16																																																											0
Exile	1				100					5	"shld,uni"	r26	r27	r24	r14			useitem	100			aura		104	13	16	hit-skill		82	15	5	rep-dur		25			block2			30	30	ac%			220	260																																																											0
Faith	1				100					5	"weap,uni"	r27	r31	r20	r02			useitem	100			aura		122	12	15	allskills			1	2	dmg%			280	280	att%			300	300	reanimate		1	10	10																																																											0
Famine	1				100					5	"weap,uni"	r19	r27	r09	r31			useitem	100			dmg%			270	320	lifesteal			12	12	swing2			30	30	dmg-elem			50	200	dmg-mag			180	200																																																											0
Fortitude	1				100					5	"weap,uni"	r01	r12	r14	r28			useitem	100			dmg%			300	300	cast3			25	25	gethit-skill		60	20	15	res-all			25	30	ac%			200	200																																																											0
Fortitude	1				100					5	"armo,uni"	r01	r12	r14	r28			useitem	100			dmg%			300	300	cast3			25	25	gethit-skill		60	20	15	res-all			25	30	ac%			200	200																																																											0
Fury	1				100					4	"weap,uni"	r31	r25	r05				useitem	100			dmg%			209	209	swing2			40	40	openwounds			66	66	deadly			33	33	skill		147	5	5																																																											0
Gloom	1				100					4	"armo,uni"	r19	r22	r21				useitem	100			gethit-skill		71	15	3	ac%			170	230	balance2			10	10	res-all			30	30	half-freeze			1	1																																																											0
Grief	1				100					6	"weap,uni"	r05	r03	r28	r23	r08		useitem	100			dmg			340	400	swing3			30	40	pierce-pois			20	25	ignore-ac			1	1	hit-skill		278	35	15																																																											0
Hand of Justice	1				100					5	"weap,uni"	r29	r32	r11	r28			useitem	100			aura		102	16	16	dmg%			280	330	swing2			33	33	ignore-ac			1	1	pierce-fire			20	20																																																											0
Harmony	1				100					5	"weap,uni"	r03	r06	r12	r18			useitem	100			aura		115	10	10	charged		95	25	20	dmg%			200	275	dmg-elem			55	160	oskill		32	2	6																																																											0
Heart of the Oak	1				100					5	"weap,uni"	r18	r26	r21	r10			useitem	100			cast2			40	40	allskills			3	3	charged		226	25	4	charged		221	60	14	res-all			30	40																																																											0
Holy Thunder	1				100					5	"weap,uni"	r05	r08	r09	r07			useitem	100			dmg%			60	60	charged		53	60	7	dmg-ltng			20	60	skill		118	3	3	res-ltng			60	60																																																											0
Honor	1				100					6	"weap,uni"	r11	r01	r06	r03	r12		useitem	100			allskills			1	1	dmg%			160	160	deadly			25	25	att			200	200	regen			10	10																																																											0
Ice	1				100					5	"weap,uni"	r11	r13	r31	r28			useitem	100			aura		114	18	18	extra-cold			25	30	hit-skill		44	25	22	pierce-cold			20	20	dmg%			140	210																																																											0
Infinity	1				100					5	"weap,uni"	"r30,qty=2"	r23	r24				useitem	100			aura		123	12	12	pierce-ltng			45	55	charged		235	30	21	dmg%			255	325	kill-skill		53	50	20																																																											0
Insight	1				100					5	"weap,uni"	r08	r03	r07	r12			useitem	100			aura		120	12	17	cast2			35	35	dmg%			200	260	Critical Strike			1	6	att%			180	250																																																											0
King's Grace	1				100					4	"weap,uni"	r11	r08	r10				useitem	100			dmg%			100	100	att			150	150	dmg-demon			100	100	dmg-undead			50	50	att-demon			100	100																																																											0
Kingslayer	1				100					5	"weap,uni"	r23	r22	r25	r19			useitem	100			oskill		111	1	1	dmg%			230	270	swing2			30	30	openwounds			25	25	crush			33	33																																																											0
Last Wish	1				100					7	"weap,uni"	"r31,qty=3"	r23	r29	r30			useitem	100			dmg%			330	375	hit-skill		82	10	18	aura		98	17	17	att-skill		38	20	20	gethit-skill		267	6	11																																																											0
Lawbringer	1				100					4	"weap,uni"	r11	r20	r18				useitem	100			aura		119	16	18	hit-skill		87	20	15	rip			1	1	reduce-ac			50	50	dmg-fire			150	210																																																											0
Leaf	1				100					3	"weap,uni"	r03	r08					useitem	100			fireskill			3	3	ac/lvl			16	16	skill		41	3	3	skill		36	3	3	skill		37	3	3																																																											0
Lionheart	1				100					4	"armo,uni"	r15	r17	r19				useitem	100			res-all			30	30	dmg%			20	20	str			15	15	vit			20	20	dex			15	15																																																											0
Lore	1				100					3	"armo,uni"	r09	r12					useitem	100			allskills			1	1	enr			10	10	mana-kill			2	2	enr			10	10	light			2	2																																																											0
Malice	1				100					4	"weap,uni"	r06	r01	r05				useitem	100			openwounds			100	100	dmg%			33	33	dmg-ac			-100	-100	noheal			1	1	regen			-5	-5																																																											0
Melody	1				100					4	"weap,uni"	r13	r18	r04				useitem	100			dmg%			50	50	skilltab		0	3	3	skill		9	3	3	skill		13	3	3	skill		17	3	3																																																											0
Memory	1				100					5	"weap,uni"	r17	r16	r12	r05			useitem	100			cast2			33	33	sor			3	3	mana%			20	20	skill		58	3	3	skill		42	2	2																																																											0
Myth	1				100					4	"armo,uni"	r15	r11	r04				useitem	100			hit-skill		137	10	1	gethit-skill		130	3	1	bar			2	2	regen			10	10																																																																0
Nadir	1				100					3	"armo,uni"	r04	r03					useitem	100			charged		264	9	13	ac%			50	50	ac			10	10	str			5	5																																																																0
Oath	1				100					5	"weap,uni"	r13	r21	r23	r17			useitem	100			dmg%			210	340	swing1			30	30	hit-skill		93	30	20	charged		90	14	17	charged		236	20	16																																																											0
Obedience	1				100					6	"weap,uni"	r15	r18	r10	r05	r19		useitem	100			dmg%			370	370	kill-skill		52	30	21	pierce-fire			25	25	crush			40	40	balance3			40	40																																																											0
