Name	Source	ChineseName	ChineseEffect	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Passion	MoreS	Dmg-Fire		100	1	1	15		11				24	12	fire-min		1	3	fire-max		6	10					dred	jewl												0	
of Fire	MoreS	Dmg-Fire		100	1	1	36		28				24	12	fire-min		4	10	fire-max		11	30					dred	jewl												0	
of Burning	MoreS	Dmg-Fire		100	1	1	57		49				24	12	fire-min		11	25	fire-max		31	50					dred	jewl												0	
of Flame	MoreS	Dmg-Fire		100	1	0	10		2				24	12	fire-min		2	4	fire-max		6	8						lcha												0	
of Storms	MoreS	Dmg-Ltng		100	1	1	34		26				24	13	ltng-min		1	6	ltng-max		41	120					dyel	weap							wand	orb				0	
of Shock	MoreS	Dmg-Ltng		100	1	1	50		37				24	13	ltng-min		1	1	ltng-max		11	23						boot	ring	amul										0	
of Lightning	MoreS	Dmg-Ltng		100	1	1	65		57				24	13	ltng-min		1	1	ltng-max		24	50					dyel	boot	ring	amul										0	
of Thunder	MoreS	Dmg-Ltng		100	1	1	75		70				24	13	ltng-min		1	1	ltng-max		51	75					dyel	boot	ring	amul										0	
of Storms	MoreS	Dmg-Ltng		100	1	1	86		80				24	13	ltng-min		1	1	ltng-max		76	100					dyel	boot	ring	amul										0	
of Ennui	MoreS	Dmg-Ltng		100	1	1	15		11				24	13	ltng-min		1	1	ltng-max		10	20					dyel	jewl												0	
of Lightning	MoreS	Dmg-Ltng		100	1	1	36		28				24	13	ltng-min		1	1	ltng-max		21	60					dyel	jewl												0	
of Thunder	MoreS	Dmg-Ltng		100	1	1	57		49				24	13	ltng-min		1	1	ltng-max		61	100					dyel	jewl												0	
of Shock	MoreS	Dmg-Ltng		100	1	0	10	20	3				24	13	ltng-min		2	4	ltng-max		6	8						lcha												0	
of Carnage	MoreS	MaxDmg		100	1	1	35		30				24	14	dmg-max		10	15									blac	jewl												0	
of Carnage	MoreS	MaxDmg		100	1	1	67		55				24	14	dmg-max		16	20									blac	jewl												0	
of Transcendence	MoreS	MinDmg		100	1	1	85		83				24	15	dmg-min		50	60									blac	weap							orb	wand				0	
of Blight	MoreS	Dmg-Pois		100	1	0	20		10				24	16	dmg-pois	75	60	80	res-pois-len		4	6						lcha												0	
of Prosperity	MoreS	Mag%		100	1	1	26	35	19				24	22	mag%		5	15										jewl												0	
of Prosperity	MoreS	Mag%		100	1	0	50		47				24	22	mag%		15	35										jewl												0	
of Life	MoreS	Life		100	1	0	10	25	5				24	26	hp		10	15	regen		10	15						lcha												0	
of Life	MoreS	Life		100	1	0	20	40	15				24	26	hp		15	20	regen		10	15						lcha												0	
of Life	MoreS	Life		100	1	0	35	55	30				24	26	hp		20	25	regen		10	15						lcha												0	
of Substinence	MoreS	Life		100	1	0	45		40				24	26	hp		25	30	regen		10	15						lcha												0	
of the Leech	MoreS	lifesteal		100	1	1	24		20				24	27	lifesteal		5	5										amul												0	
of the Locust	MoreS	lifesteal		100	1	1	57		45				24	27	lifesteal		7	7										amul												0	
of the Lamprey	MoreS	lifesteal		100	1	1	85		73				24	27	lifesteal		9	9									cred	amul												0	
of the Bat	MoreS	manasteal		100	1	1	25		21				24	28	manasteal		2	3										ring												0	
of the Wraith	MoreS	Manasteal		100	1	1	58		46				24	28	manasteal		4	5										ring												0	
of the Vampire	MoreS	Manasteal		100	1	1	86		74				24	28	manasteal		6	8									cred	ring												0	
of Defiance	MoreS	Res-Pois-Len		100	1	1	44		39				24	29	res-pois-len		75	90									dred	tors	shld	amul	circ									0	
of Simplicity	MoreS	Ease		100	1	1	25		18				24	30	ease		-30	-30										tors	weap	shld					rod	orb				0	
of the Elephant	MoreS	Life & Mana By Clvl		100	1	1	66		58				24	41	hp/lvl	4			mana/lvl	2							cred	ring	amul											0	
of the Elephant	MoreS	Life & Mana By Clvl		100	1	1	37		7				24	41	hp/lvl	4			mana/lvl	2							cred	circ	pelt											0	
of the Elements	MoreS	三抗% By Clvl		100	1	1	1		1				24	43	res-cold/lvl	2			res-fire/lvl	2			res-ltng/lvl	2			dgld	circ	shld											0	
of the Elements	MoreS	三抗% By Clvl		100	1	1	44		41				24	43	res-cold/lvl	4			res-fire/lvl	4			res-ltng/lvl	4			dgld	circ	shld											0	
of the Elements	MoreS	三抗% By Clvl		100	1	1	77		71				24	43	res-cold/lvl	5			res-fire/lvl	5			res-ltng/lvl	5			dgld	circ	shld											0	
Startling	MoreS	Slows Target by%		100	1	1	16		13				24	64	slow		5	10										weap	glov											0	
Stunning1	MoreS	Slows Target by%		100	1	1	32		27				24	64	slow		11	15										weap	glov											0	
Daze1	MoreS	Slows Target by%		100	1	1	46		41				24	64	slow		16	20										weap	glov											0	
Paralysis1	MoreS	Slows Target by%		100	1	1	62		56				24	64	slow		21	25										weap												0	
of Winter2	MoreS	Maximum Cold Resist		100	1	1	54		45				24	67	res-cold-max		3	8	res-cold		25	40						armo	shld	ring	amul									0	
of Summer2	MoreS	Maximum Fire Resist		100	1	1	54		45				24	67	res-fire-max		3	8	res-fire		25	40						armo	shld	ring	amul									0	
of Spring2	MoreS	Maximum Lightning Resist		100	1	1	54		45				24	67	res-ltng-max		3	8	res-ltng		25	40						armo	shld	ring	amul									0	
of Autumn2	MoreS	Maximum Poison Resist		100	1	1	54		45				24	67	res-pois-max		3	8	res-pois		25	40						armo	shld	ring	amul									0	
of the Four Seasons2	MoreS	#% All Maximum Ress		100	1	1	68		58				24	67	res-all-max		3	4	res-all		9	15						armo	shld	ring	amul									0	
of Vampiric Essence2	MoreS	Heal-Kill		100	1	1	22		18				24	67	heal-kill		3	5										weap	belt	ring	amul	circ								0	
of the Wight2	MoreS	Heal-Kill		100	1	1	39		31				24	67	heal-kill		6	8										weap	belt	ring	amul	circ								0	
of the Dragon's Spirit2	MoreS	Heal-Kill		100	1	1	55		48				24	67	heal-kill		9	15										weap	belt	ring	amul	circ								0	
of the Soul2	MoreS	Heal-Kill		100	1	1	75		75				24	67	heal-kill		16	25										weap	belt	ring	amul	circ								0	
of Bashing	MoreS	Target Defense		100	1	1	16		12				20	5	reduce-ac		5	10										blun	miss						wand	staf	orb			0	
of Puncturing	MoreS	Target Defense		100	1	1	6		4				20	5	reduce-ac		11	20										spea	knif	h2h	miss									0	
of Thorns	MoreS	荆棘伤害		100	1	1	14	35	10				20	6	thorns		1	3										tors	shld	belt	circ									0	
of Spikes	MoreS	荆棘伤害		100	1	1	21	60	15				20	6	thorns		4	6									oran	tors	shld	belt	circ									0	
of Razors	MoreS	荆棘伤害		100	1	1	34	80	26				20	6	thorns		7	9									oran	tors	shld	circ	belt									0	
of Swords	MoreS	荆棘伤害		100	1	1	47		39				20	6	thorns		10	20									oran	tors	shld	circ	belt									0	
of Readiness	MoreS	Attack Speed		100	1	1	5		3				20	7	swing1		10	10										weap							wand	orb				0	
of Alacrity	MoreS	Attack Speed		100	1	1	25		17				20	7	swing2		20	20										weap							wand	orb				0	
of Swiftness	MoreS	Attack Speed		100	1	1	34		26				20	7	swing2		30	30										mele							wand	staf	orb			0	
of Deflecting	MoreS	#% Increased Chance of Blocking		100	1	1	11		8				20	8	block		20	30	block2		30	30						shld												0	
of Flame	MoreS	Dmg-Fire		100	1	0	14	70	10				20	12	fire-min		3	5	fire-max		3	5						scha												0	
of Shock	MoreS	Dmg-Ltng		100	1	0	14	70	10				20	13	ltng-min		3	5	ltng-max		3	5						scha												0	
of Craftsmanship	MoreS	MaxDmg		100	1	0	21	70	15				20	14	dmg-max		3	5										scha												0	
of Life	MoreS	Life		100	1	0	1	70	14				20	26	hp		5	10										scha												0	
of Life	MoreS	Life		100	1	0	12	70	9				20	31	hp		11	15										mcha												0	
of Piercing	MoreS	Ignore Target's Defense		100	1	1	25		18				12	4	ignore-ac		1	1										rod	knif	h2h										0	
of Piercing	MoreS	Ignore Target's Defense		100	1	1	77		70				12	4	ignore-ac		1	1										weap												0	
of Quickness	MoreS	Attack Speed		100	1	1	46		38				12	7	swing3		40	40									dyel	mele							wand	staf	orb			0	
of Fervor	MoreS	Attack Speed		100	1	1	39		31				10	7	swing1		15	20										jewl												0	
of the Icicle	MoreS	Dmg-Cold-Len		100	1	0	10		6				12	10	cold-min		6	8	cold-max		10	15						lcha												0	
of the Glacier	MoreS	Dmg-Cold-Len		100	1	1	30		11				12	10	cold-min		8	10	cold-max		12	18						lcha												0	
of Winter	MoreS	Dmg-Cold-Len		100	1	1	40		17				12	10	cold-min		12	14	cold-max		20	25						lcha												0	
of Incineration	MoreS	Dmg-Fire		100	1	1	60		50				12	12	fire-min		40	60	fire-max		170	200					dred	weap							wand	orb				0	
of Incineration	MoreS	Dmg-Fire		100	1	1	80		75				12	12	fire-min		75	100	fire-max		200	250					dred	weap							wand	orb				0	
of Fire	MoreS	Dmg-Fire		100	1	0	15		6				12	12	fire-min		4	6	fire-max		10	15						lcha												0	
of Burning	MoreS	Dmg-Fire		100	1	1	30		10				12	12	fire-min		6	8	fire-max		12	18						lcha												0	
of Incineration	MoreS	Dmg-Fire		100	1	1	40		16				12	12	fire-min		10	15	fire-max		20	25						lcha												0	
of Storms	MoreS	Dmg-Ltng		100	1	1	50		49				12	13	ltng-min		1	12	ltng-max		250	300					dyel	weap							wand	orb				0	
of Storms	MoreS	Dmg-Ltng		100	1	1	75		68				12	13	ltng-min		1	20	ltng-max		300	350					dyel	weap							wand	orb				0	
of Lightning	MoreS	Dmg-Ltng		100	1	0	15		5				12	13	ltng-min		4	6	ltng-max		10	15						lcha												0	
of Thunder	MoreS	Dmg-Ltng		100	1	1	30		11				12	13	ltng-min		6	8	ltng-max		12	18						lcha												0	
of Storms	MoreS	Dmg-Ltng		100	1	1	40		16				12	13	ltng-min		10	15	ltng-max		20	25						lcha												0	
of Blight	MoreS	Dmg-Pois		100	1	1	5	35	3				12	16	dmg-pois	75	24	24										weap	circ						rod	orb				0	
of Venom	MoreS	Dmg-Pois		100	1	1	15	50	11				12	16	dmg-pois	100	54	54										weap	circ						rod	orb				0	
of Pestilence	MoreS	Dmg-Pois		100	1	1	25	70	18				12	16	dmg-pois	125	103	103									dgrn	weap	circ						rod	orb				0	
of Anthrax	MoreS	Dmg-Pois		100	1	1	33		25				12	16	dmg-pois	150	171	171									dgrn	weap	circ						rod	orb				0	
of Blight	MoreS	Dmg-Pois		100	1	1	45		33				12	16	dmg-pois	75	171	171										ring	amul											0	
of Venom	MoreS	Dmg-Pois		100	1	1	65		55				12	16	dmg-pois	75	266	266										ring	amul											0	
of Blight	MoreS	Dmg-Pois		100	1	1	85		72				12	16	dmg-pois	75	377	377										ring	amul											0	
of Anthrax	MoreS	Dmg-Pois		100	1	1	1		1				12	16	dmg-pois	50	103	103									dgrn	jewl												0	
of Anthrax	MoreS	Dmg-Pois		100	1	1	44		33				12	16	dmg-pois	50	206	206									dgrn	jewl												0	
of Anthrax	MoreS	Dmg-Pois		100	1	1	77		66				12	16	dmg-pois	50	309	309									dgrn	jewl												0	
of Blight	MoreS	Dmg-Pois		100	1	0	15	70	10				12	16	dmg-pois	75	20	20	res-pois-len		2	3						scha												0	
of Venom	MoreS	Dmg-Pois		100	1	0	30		25				12	16	dmg-pois	75	60	60	res-pois-len		4	5						scha												0	
of Venom	MoreS	Dmg-Pois		100	1	0	30		25				12	16	dmg-pois	75	80	100	res-pois-len		6	8						lcha												0	
of Pestilence	MoreS	Dmg-Pois		100	1	1	35		40				12	16	dmg-pois	100	100	120	res-pois-len		8	10						lcha												0	
of Anthrax	MoreS	Dmg-Pois		100	1	1	50		55				12	16	dmg-pois	125	120	140	res-pois-len		10	12						lcha												0	
of Prosperity	MoreS	Mag%		100	1	1	80		75				12	22	mag%		12	18										jewl												0	
of Light	MoreS	Light & Att		100	1	1	6	45	4				12	25	light		1	1	att		15	15						armo	rod	ring	amul									0	
of Radiance	MoreS	Light & Att		100	1	1	15	65	11				12	25	light		3	3	att		30	30						rod	armo	ring	amul									0	
of the Sun	MoreS	Light Radius & Att%		100	1	1	17		12				12	25	light		5	5	att%		5	5						rod	armo	amul	ring									0	
of Substinence	MoreS	Life		100	1	0	55		50				12	26	hp		30	40	regen		7	7						lcha												0	
of Substinence	MoreS	Life		100	1	0	61		60				12	26	hp		40	50	regen		7	7						lcha												0	
of Vita	MoreS	Life		100	1	1	75		70				12	26	hp		50	75	regen		10	10						lcha												0	
of Dexterity	MoreS	 Dex		100	1	0	1		1				12	31	dex		5	8	vit		5	8						lcha												0	
of Dexterity	MoreS	 Dex		100	1	1	35		10				12	31	dex		8	10	enr		8	10						lcha												0	
of Strength	MoreS	 Str		100	1	0	1	60	1				12	31	str		5	8	vit		5	8						lcha												0	
of Strength	MoreS	 Str		100	1	1	35		10				12	31	str		8	10	enr		8	10						lcha												0	
of Fast Repair	MoreS	Repairs Dur		100	1	1	20		12				12	37	rep-dur	5												weap	armo	shld					thro	miss				0	
of Ages	MoreS	Indestructible		100	1	1	50		42				12	39	indestruct		1	1										weap	armo	shld					thro	miss				0	
of the Kraken	MoreS	Life By Clvl		100	1	1	20		1				12	41	hp/lvl	6											cred	tors	amul	pelt	phlm									0	
of Memory	MoreS	Mana By Clvl		100	1	1	20		1				12	41	mana/lvl	6											cred	circ	amul	pelt										0	
of Grace	MoreS	 Dex By Clvl		100	1	1	1		1				12	42	dex/lvl	3											dgld	helm	amul											0	
of Power	MoreS	 Str By Clvl		100	1	1	1		1				12	42	str/lvl	3											dgld	belt	amul											0	
of Grace and Power	MoreS	Str & Dex By Clvl		100	1	1	50		48				12	42	str/lvl	3			dex/lvl	3							dgld	amul												0	
of Agility2	MoreS	+%# Dexterity		100	1	1	35	55	35				12	42	dex%		5	10										weap	boot											0	
of Agility2	MoreS	+%# Dexterity		100	1	1	55	75	55				12	42	dex%		11	15										weap	boot											0	
of Agility2	MoreS	+%# Dexterity		100	1	1	75		75				12	42	dex%		15	20										weap	boot											0	
of Power2	MoreS	+%# Strength		100	1	1	35	55	35				12	42	str%		5	10										weap	glov											0	
of Power2	MoreS	+%# Strength		100	1	1	55	75	55				12	42	str%		11	15										weap	glov											0	
of Power2	MoreS	+%# Strength		100	1	1	75		75				12	42	str%		15	20										weap	glov											0	
of Endurance2	MoreS	+%# Vitality		100	1	1	35	55	35				12	42	vit%		5	10										weap	glov											0	
of Endurance2	MoreS	+%# Vitality		100	1	1	55	75	55				12	42	vit%		11	15										weap	glov											0	
of Endurance2	MoreS	+%# Vitality		100	1	1	75		75				12	42	vit%		15	20										weap	glov											0	
of Spirit2	MoreS	+%# Energy		100	1	1	35	55	35				12	42	enr%		5	10										weap	glov											0	
of Spirit2	MoreS	+%# Energy		100	1	1	55	75	55				12	42	enr%		11	15										weap	glov											0	
of Spirit2	MoreS	+%# Energy		100	1	1	75		75				12	42	enr%		15	20										weap	glov											0	
of the Sky	MoreS	all Attributes		100	1	1	20		18				12	42	all-stats		5	8										amul	ring	circ	orb	staf	wand							0	
of the Stars	MoreS	all Attributes		100	1	1	44		40				12	42	all-stats		6	10										amul	ring	circ	orb	staf	wand							0	
of the Heavens	MoreS	all Attributes		100	1	1	69		64				12	42	all-stats		8	12										amul	ring	circ	orb	staf	wand							0	
of the Zodiac	MoreS	all Attributes		100	1	1	86		83				12	42	all-stats		10	15										amul	ring	circ	orb	staf	wand							0	
of the Yeti	MoreS	Cold% By Clvl		100	1	1	1	20	1				12	43	res-cold/lvl	4											lblu	armo	ring	amul										0	
of the Yeti	MoreS	Cold% By Clvl		100	1	1	20		1				12	43	res-cold/lvl	6											lblu	armo	ring	amul										0	
of the Phoenix	MoreS	Fire% By Clvl		100	1	1	1	20	1				12	43	res-fire/lvl	4											cred	armo	ring	amul										0	
of the Phoenix	MoreS	Fire% By Clvl		100	1	1	20		1				12	43	res-fire/lvl	6											cred	armo	ring	amul										0	
of the Efreeti	MoreS	Lightning% By Clvl		100	1	1	1	20	1				12	43	res-ltng/lvl	4											cblu	armo	ring	amul										0	
of the Efreeti	MoreS	Lightning% By Clvl		100	1	1	20		1				12	43	res-ltng/lvl	6											cblu	armo	ring	amul										0	
of the Cobra	MoreS	Poison% By Clvl		100	1	1	1	20	1				12	43	res-pois/lvl	4											dyel	armo	ring	amul										0	
of the Cobra	MoreS	Poison% By Clvl		100	1	1	20		1				12	43	res-pois/lvl	6											dyel	armo	ring	amul										0	
of the Lich1	MoreS	manasteal & lifesteal		100	1	1	44		38				12	60	manasteal		3	5	lifesteal		5	7						ring	amul											0	
of the Lich1	MoreS	manasteal & lifesteal		100	1	1	66		60				12	60	manasteal		6	7	lifesteal		8	9						ring	amul											0	
of the Lich1	MoreS	manasteal & lifesteal		100	1	1	87		84				12	60	manasteal		8	9	lifesteal		10	12						ring	amul											0	
of Bartering1	MoreS	Reduces Prices		100	1	1	13		9				12	63	cheap		3	5										weap	ring	amul										0	
of Blindness1	MoreS	Hit Blinds Target		100	1	1	23		20				12	65	stupidity		1	1										weap												0	
of Blindness1	MoreS	Hit Blinds Target		100	1	1	44		38				12	65	stupidity		2	2										weap												0	
of Blindness1	MoreS	Hit Blinds Target		100	1	1	61		57				12	65	stupidity		3	3										weap												0	
of Reanimation1	MoreS	Reanimate		100	1	1	51		47				12	66	reanimate	5	3	5										weap	glov	amul										0	
of the Four Seasons2	MoreS	All Maximum Res		100	1	1	87		79				12	67	res-all-max		4	6										armo	shld	ring	amul									0	
of Thorns	MoreS	荆棘伤害 By Clvl		100	1	1	40		35				10	6	thorns/lvl	8												tors	shld											0	
of Thorns	MoreS	荆棘伤害 By Clvl		100	1	1	67		62				10	6	thorns/lvl	12												tors	shld											0	
of Malice	MoreS	荆棘伤害		100	1	1	37	40	29				10	6	thorns		3	8										jewl												0	
of Thorns	MoreS	荆棘伤害		100	1	1	1	15	10				10	6	thorns		10	10										tors	belt	shld										0	
of Swords	MoreS	荆棘伤害		100	1	1	55		45				10	6	thorns		21	40									oran	tors	shld	circ	belt									0	
of Swords	MoreS	荆棘伤害		100	1	1	65		55				10	6	thorns		41	50									oran	tors	shld	circ	belt									0	
of Malice	MoreS	荆棘伤害		100	1	1	60		48				10	6	thorns		10	18										jewl												0	
of Alacrity	MoreS	Attack Speed		100	1	1	43		35				10	7	swing2		20	20									dyel	glov												0	
of Fervor	MoreS	Attack Speed		100	1	1	39		31				10	7	swing1		15	15										glov												0	
of Readiness	MoreS	Attack Speed		100	1	1	20		15				10	7	swing1		10	10										glov												0	
of Fire	MoreS	Dmg-Fire		100	1	0	21		25				10	12	fire-min		2	5	fire-max		5	20						scha												0	
of Lightning	MoreS	Dmg-Ltng		100	1	0	21		25				10	13	ltng-min		2	5	ltng-max		5	20						scha												0	
of Quality	MoreS	MaxDmg		100	1	0	36		45				10	14	dmg-max		5	5										scha												0	
of Substinence	MoreS	Life		100	1	0	23		17				10	26	hp		10	15										scha												0	
of Defense1	MoreS	Defense		100	1	0	7	70	10				10	31	ac		5	10										scha													
of Energy	MoreS	Mana		100	1	0	7	70	10				10	31	mana		5	10										scha													
of the Weasel	MoreS	Att		100	1	0	7	70	10				10	31	att		5	10										scha													
of Defense1	MoreS	Defense		100	1	0	7	70	10				10	31	ac		10	15										mcha													
of the Mind	MoreS	Mana		100	1	0	7	70	10				10	31	mana		5	10										mcha													
of the Wolf	MoreS	Att		100	1	0	7	70	10				10	31	att		10	15										mcha													
of Dexterity	MoreS	Dex%		100	1	0	7		10				10	31	dex%		4	6										mcha												0	
of Dexterity	MoreS	Dex%		100	1	0	25		30				10	31	dex%		6	8										mcha												0	
of Strength	MoreS	Str%		100	1	0	7		10				10	31	str%		4	6										mcha												0	
of Strength	MoreS	Str%		100	1	0	25		30				10	31	str%		6	8										mcha												0	
of Vitality	MoreS	Vit%		100	1	0	7		10				10	31	vit%		4	6										mcha												0	
of Vitality	MoreS	Vit%		100	1	0	25		30				10	31	vit%		6	8										mcha												0	
of Energy	MoreS	Enr%		100	1	0	7		10				10	31	enr%		4	6										mcha												0	
of Energy	MoreS	Enr%		100	1	0	25		30				10	31	enr%		6	8										mcha												0	
of Substinence	MoreS	Life		100	1	0	42		34				10	31	hp		21	35										mcha												0	
of the Swift	MoreS	Faster Run/Walk		100	1	0	12		10				10	32	move2		5	5										mcha												0	
of the Nimble	MoreS	Faster Hit Recovery		100	1	0	12		10				10	32	balance2		5	5										mcha												0	
of the Stoic	MoreS	Faster Block Rate		100	1	0	12		10				10	32	block2		5	5										mcha												0	
of the Blitz	MoreS	Faster Attack Speed		100	1	0	18		18				10	32	swing2		5	5										mcha												0	
of the Fluent	MoreS	Faster Cast Rate		100	1	0	18		18				10	32	cast2		5	5										mcha												0	
of Frost	MoreS	Dmg-Cold-Len 		100	1	1	4	35	3				8	10	cold-min		1	1	cold-max		1	2	cold-len		50	50		weap							wand	orb				0	
of the Icicle	MoreS	Dmg-Cold-Len		100	1	1	13	50	9				8	10	cold-min		1	1	cold-max		3	4	cold-len		75	75		weap							wand	orb				0	
of the Glacier	MoreS	Dmg-Cold-Len		100	1	1	27	70	20				8	10	cold-min		2	4	cold-max		4	15	cold-len		100	100	dblu	weap							wand	orb				0	
of Winter	MoreS	Dmg-Cold-Len		100	1	1	45		37				8	10	cold-min		5	9	cold-max		16	50	cold-len		150	150	dblu	weap							wand	orb				0	
of Winter	MoreS	Dmg-Cold-Len		100	1	1	60		50				8	10	cold-min		20	30	cold-max		75	100	cold-len		150	150	dblu	weap							wand	orb				0	
of Winter	MoreS	Dmg-Cold-Len		100	1	1	80		75				8	10	cold-min		35	45	cold-max		100	150	cold-len		150	150	dblu	weap							wand	orb				0	
of Frost	MoreS	Dmg-Cold-Len		100	1	1	55		41				8	10	cold-min		1	1	cold-max		3	6	cold-len		75	75	dblu	belt	amul											0	
of Frigidity	MoreS	Dmg-Cold-Len		100	1	1	65		55				8	10	cold-min		1	1	cold-max		7	10	cold-len		100	100	dblu	belt	amul											0	
of the Icicle	MoreS	Dmg-Cold-Len		100	1	1	75		68				8	10	cold-min		2	3	cold-max		11	15	cold-len		125	125	dblu	belt	amul											0	
of the Glacier	MoreS	Dmg-Cold-Len		100	1	1	85		81				8	10	cold-min		4	5	cold-max		16	25	cold-len		150	150	dblu	belt	amul											0	
of Frigidity	MoreS	Dmg-Cold-Len		100	1	1	16		12				8	10	cold-min		1	1	cold-max		3	5	cold-len		50	50	dblu	jewl												0	
of the Icicle	MoreS	Dmg-Cold-Len		100	1	1	37		29				8	10	cold-min		2	3	cold-max		6	10	cold-len		75	75	dblu	jewl												0	
of the Glacier	MoreS	Dmg-Cold-Len		100	1	1	58		50				8	10	cold-min		4	5	cold-max		11	15	cold-len		100	100	dblu	jewl												0	
of Frost	MoreS	Dmg-Cold-Len		100	1	0	14	45	10				8	10	cold-min		1	1	cold-max		1	5	cold-len		25	25		scha												0	
of the Icicle	MoreS	Dmg-Cold-Len		100	1	0	21		25				8	10	cold-min		2	5	cold-max		5	10	cold-len		25	25		scha												0	
of Haggling1	MoreS	Reduces Prices		100	1	1	33		28				8	63	cheap		3	5										weap	ring	amul										0	
of Draining	MoreS	LifeSteal		100	1	1	20	35	20				8	80	lifesteal		2	4									dred	mele	amaz											0	
of Incombustibility	MoreS	Fire Absorb%		100	1	1	19	60	17				4	3	abs-fire		4	6										tors	shld	boot	circ									0	
of Amianthus	MoreS	Fire Absorb%		100	1	1	35	70	29				4	3	abs-fire		7	9										tors	shld	boot	circ									0	
of Fire Quenching	MoreS	Fire Absorb%		100	1	1	50		47				4	3	abs-fire		10	15										tors	shld	boot	circ									0	
of Coolness	MoreS	Fire Absorb%		100	1	1	13	45	9				4	3	abs-fire		1	2										ring	amul	orb	circ									0	
of Incombustibility	MoreS	Fire Absorb%		100	1	1	22	65	16				4	3	abs-fire		3	4										amul	orb	circ	ring									0	
of Amianthus	MoreS	Fire Absorb%		100	1	1	33		25				4	3	abs-fire		5	6										amul	orb	circ	ring									0	
of Fire Quenching	MoreS	Fire Absorb%		100	1	1	46		38				4	3	abs-fire		8	10										amul	orb	circ	ring									0	
of Faith	MoreS	Fire Absorb%		100	1	1	23	65	17				4	3	abs-fire		2	4										jewl												0	
of Faith	MoreS	Fire Absorb%		100	1	1	56		50				4	3	abs-fire		4	7										jewl												0	
of Fire Coalescence1	MoreS	Fire Absorb		100	1	1	33	75	29				4	3	abs-fire%		3	7										weap	amul	ring	shld									0	
of Fire Coalescence1	MoreS	Fire Absorb		100	1	1	66		54				4	3	abs-fire%		8	15										weap	amul	ring	shld									0	
of Fire Coalescence1	MoreS	Fire Absorb		100	1	1	87		80				4	3	abs-fire%		16	25										weap	amul	ring	shld									0	
of Resistance	MoreS	Lightning Absorb%		100	1	1	11	35	8				4	3	abs-ltng		2	3										tors	shld	boot	circ									0	
of Insulation	MoreS	Lightning Absorb%		100	1	1	19	70	14				4	3	abs-ltng		4	6										tors	shld	boot	circ									0	
of Grounding	MoreS	Lightning Absorb%		100	1	1	35		29				4	3	abs-ltng		7	9										tors	shld	boot	circ									0	
of the Dynamo	MoreS	Lightning Absorb%		100	1	1	50		47				4	3	abs-ltng		10	15										tors	shld	boot	circ									0	
of Resistance	MoreS	Lightning Absorb%		100	1	1	13	45	9				4	3	abs-ltng		1	2										ring	amul	orb	circ									0	
of Insulation	MoreS	Lightning Absorb%		100	1	1	22	55	16				4	3	abs-ltng		3	4										amul	orb	circ	ring									0	
of Grounding	MoreS	Lightning Absorb%		100	1	1	33	65	25				4	3	abs-ltng		5	6										amul	orb	circ	ring									0	
of the Dynamo	MoreS	Lightning Absorb%		100	1	1	46		38				4	3	abs-ltng		8	10										amul	orb	circ	ring									0	
of Stoicism	MoreS	Lightning Absorb%		100	1	1	22	45	16				4	3	abs-ltng		2	4										jewl												0	
of Stoicism	MoreS	Lightning Absorb%		100	1	1	56		50				4	3	abs-ltng		4	7										jewl												0	
of Lightning Coalescence1	MoreS	Lightning Absorb		100	1	1	33	65	29				4	3	abs-ltng%		3	7										weap	amul	ring	shld									0	
of Lightning Coalescence1	MoreS	Lightning Absorb		100	1	1	66		54				4	3	abs-ltng%		8	15										weap	amul	ring	shld									0	
of Lightning Coalescence1	MoreS	Lightning Absorb		100	1	1	87		80				4	3	abs-ltng%		16	25										weap	amul	ring	shld									0	
of Warming	MoreS	Cold Absorb%		100	1	1	11	35	8				4	3	abs-cold		2	3										tors	shld	boot	circ									0	
of Thawing	MoreS	Cold Absorb%		100	1	1	19	70	14				4	3	abs-cold		4	6										tors	shld	boot	circ									0	
of the Dunes	MoreS	Cold Absorb%		100	1	1	35		29				4	3	abs-cold		7	9										tors	shld	boot	circ									0	
of the Sirocco	MoreS	Cold Absorb%		100	1	1	50		47				4	3	abs-cold		10	15										tors	shld	boot	circ									0	
of Warming	MoreS	Cold Absorb%		100	1	1	13	45	9				4	3	abs-cold		1	2										ring	amul	orb	circ									0	
of Thawing	MoreS	Cold Absorb%		100	1	1	22	55	16				4	3	abs-cold		3	4										amul	orb	circ	ring									0	
of the Dunes	MoreS	Cold Absorb%		100	1	1	33	65	25				4	3	abs-cold		5	6										amul	orb	circ	ring									0	
of the Sirocco	MoreS	Cold Absorb%		100	1	1	46		38				4	3	abs-cold		8	10										amul	orb	circ	ring									0	
of Desire	MoreS	Cold Absorb%		100	1	1	23		17				4	3	abs-cold		2	4										jewl												0	
of Desire	MoreS	Cold Absorb%		100	1	1	56		50				4	3	abs-cold		4	7										jewl												0	
of Chilling Coalescence1	MoreS	Cold Absorb		100	1	1	33	75	29				4	3	abs-cold%		3	7										weap	amul	ring	shld									0	
